"id","cycle_id","video_id","creator_id","platform","platform_video_id","url","caption","timestamp","views","likes","comments","is_irrelevant","is_eligible","base_pay_per_video","bonus_pay_per_100k_views","bonus_view_threshold","created_at","thumbnail_url","thumbnail_hash","duration"
"0b8aea7a-55e7-4b7a-904c-5dbe5816301b","4f35b178-f853-4869-ade0-633d05855908","28cbe563-468f-4f3d-b601-2772f94c662f","a7f9d44b-7577-479e-b154-9ddce10f1508","instagram","3804051425379689995","https://www.instagram.com/reel/DTKtJ3dEyYL/","👇DO NOT SCROLL WITHOUT READING THIS

If another woman’s success triggers you, it’s not because she got lucky.

It’s because she did the work you keep calling “too hard,” “too saturated,” or “too good to be true.”

Let’s be honest,
Most of us aren’t stuck.

We’re just avoiding the uncomfortable part: learning, showing up, and being consistent without instant validation.

I didn’t start with money.
I didn’t have a big audience.
I wasn’t special or “chosen.”

I was a complete beginner who decided I wanted independence more than excuses-
and selling digital products gave me that.

No boss.
No gatekeepers.
Just skills, the internet, and the willingness to try before feeling ready.

If you’re done side-eyeing women who make money online
and ready to become one of them,
I can help you get started. [Follow + DM me -> 100K]

Same internet. Same 24 hours.
Different choices.","""2026-01-06T11:18:16.000Z""","14828","146","10","true","false","20","1.00","1000","""2026-01-12T03:17:23.837Z""",,,
"0bb26b37-c3f6-44a6-88e9-3b331ba4b42d","d21c7996-5925-4695-a5dc-b97af83f1821","826486f0-25ec-4142-b0be-02e5e6f7fdfc","6a5ff7a2-890c-46b3-8bc6-aae5c5269df9","tiktok","7597664656739568914","https://www.tiktok.com/@alexwilsonugc/video/7597664656739568914","","""2026-01-21T04:19:15.000Z""","223","1","0","false","true","20","0.50","1000","""2026-01-26T00:01:01.730Z""","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/ogTwjKf3SI4SIlDRUC4LNRaIIBGBRVAEzAeZ8e~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=2462fd6d&x-expires=1769590800&x-signature=SnE2KUIFB7MW1u7t4AFoVtd0GWY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover","000084b23939999b","17"
"0d0b0797-952e-4100-bf12-c45167bc8f3b","d21c7996-5925-4695-a5dc-b97af83f1821","06b179a3-f129-4103-b2f8-8fbbc593b08e","6a5ff7a2-890c-46b3-8bc6-aae5c5269df9","instagram","3816733899729537130","https://www.instagram.com/reel/DT3w0KHkghq/","#fyp #app #diet #funny #caloriecounting","""2026-01-23T23:17:32.000Z""","162","9","1","false","true","20","0.50","1000","""2026-01-26T00:00:29.331Z""","https://scontent.cdninstagram.com/v/t51.71878-15/622228108_1441775507381088_1377497161969734503_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzgxNjczMzg5OTcyOTUzNzEzMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=4Wrw5d7nDWQQ7kNvwFJovw1&_nc_oc=AdlKExr5c_ygg_UDOluIuF6w9E7TimX5_Co9FxY_qVbA-U3rsYU-kyZTWGAPsqhclx8&_nc_ad=z-m&_nc_cid=1199&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=Emgq9YQm_Zdf0VBQAayCuA&oh=00_AfpkRqhRypkHI8ptQIz3PLjR8mcVMZEnF04EMLcuIR4tZA&oe=697E4E83",,"17"
"0d57a52f-f4c0-42f9-ad65-82f65693ef63","4f35b178-f853-4869-ade0-633d05855908","d9dce7c2-2bab-42cd-87f2-b92a432c8da0","4218f75d-4d54-4c39-af99-272d0d042276","tiktok","7589744134970297622","https://www.tiktok.com/@4_kershaw_/video/7589744134970297622","Where is my mind…","""2025-12-30T20:03:37.000Z""","315500","40400","115","true","false","20","1.00","1000","""2026-01-12T03:17:33.849Z""",,,
"10803b91-4fca-42cf-b9ce-f3455b37baa5","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","36190b36-d6d6-4269-b72b-fe6c4369b092","f16c9866-6790-42b0-a19b-47ca08309558","instagram","3824042930084598534","https://www.instagram.com/reel/DURusjFiVMG/","#reels #funny","""2026-02-03T01:18:09.000Z""","235","20","2","true","false","20","1.00","1000","""2026-02-09T00:09:53.643Z""","https://instagram.fcgh69-1.fna.fbcdn.net/v/t51.71878-15/625522524_1933651687360423_7427288928498324245_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=111&ig_cache_key=MzgyNDA0MjkzMDA4NDU5ODUzNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=yLAuO75z7jkQ7kNvwHxOw7f&_nc_oc=AdkaTp5EuLCZZkCgjJOX8iARov4XVh3PyA7RB6GRbODoJPaRqYJKsJe2sOJY2ysjC94&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fcgh69-1.fna&_nc_gid=lzPEfRRXIPW7VrXIPL-jlA&oh=00_AftaULWzYq1p-wry7rC2vOWo8kWFLyLXM_vXFddXChKCqQ&oe=698EF6AE",,"27"
"11667957-55cc-4bbe-b39b-5484c2c41d5e","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","708293e7-86e9-4485-b733-283135b3855e","5d7c36d0-4021-4c91-b7d9-24ee83fa9a76","tiktok","7603865528637213973","https://www.tiktok.com/@talkto.audrey/video/7603865528637213973","@try.whisper 🙏 #hack #fypage ","""2026-02-06T21:21:57.000Z""","672","19","1","false","true","20","1.00","1000","""2026-02-09T00:09:50.229Z""","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/ooYqAG2Iv3XbXIWiICLMkYBZAEiB2cDzaaZEG~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=17b9fe6d&x-expires=1770678000&x-signature=KAnu8KN%2BzP%2FkEjGC%2BBBt60tsulE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"18"
"12cdabb1-323c-4e93-8c93-6c3694b7f585","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","0bc5033f-1f11-4af6-a358-af128f2001cb","8677b792-9546-451e-9afe-47199bd80177","instagram","3826158925339774815","https://www.instagram.com/reel/DUZP0VPEU9f/","I'm giving amazing advice with whisper 🙏 #ai #funny #interview","""2026-02-05T23:22:11.000Z""","2166","14","1","false","true","20","1.00","1000","""2026-02-09T15:22:45.441Z""","https://instagram.fsod1-2.fna.fbcdn.net/v/t51.71878-15/626290062_1235333041870921_8192359576851638502_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzgyNjE1ODkyNTMzOTc3NDgxNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=5a3b96OfewQQ7kNvwE9qq4N&_nc_oc=AdkP0USbnhOzjHID4rWIwViy7uQstXiWsN3XqKVmY3yt1nftM1NYZFGeUxMvMjDjPAQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsod1-2.fna&_nc_gid=MlGyvomkB91qe5W09aXQig&oh=00_AftgMLgDWNJWiULVuaWYxCK_RT3f_qdJYoHQU7SdmJtujA&oe=698FBF97",,"9"
"12d29614-57f6-4354-b76e-c957abf260e4","d21c7996-5925-4695-a5dc-b97af83f1821","61d4567a-49d5-4b4d-8608-7c293c8f510a","8677b792-9546-451e-9afe-47199bd80177","instagram","3815443398858462692","https://www.instagram.com/reel/DTzLY5hkVXk/","Whisper saved me fr 😭 #interview #funny #lockedin #ai","""2026-01-22T04:32:28.000Z""","2012","7","0","false","true","20","0.50","1000","""2026-01-26T00:00:53.230Z""","https://scontent.cdninstagram.com/v/t51.71878-15/621302786_1209835911249394_7445466399534151194_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzgxNTQ0MzM5ODg1ODQ2MjY5Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=4RLFx8qrLAIQ7kNvwGMhF3F&_nc_oc=Adm-MWu4cy1s5Lm3KymGo0L5d6J7_t5I-3Gb7xkfmfj4Xt7P5jJ-15k2eOZ0jubTqCk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=G88GZvSgKxik5n62NvdOMw&oh=00_AfrssR_pLsczGLj3haTSgc8zrdtQ8Ofrs64h4CTnAHrJfA&oe=697E42CA",,"17"
"15eb2902-8c10-4eb8-921d-852459b72400","d21c7996-5925-4695-a5dc-b97af83f1821","ef6a10c3-74a3-457e-817b-42ac207783de","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","tiktok","7598378989643681041","https://www.tiktok.com/@jankinchan/video/7598378989643681041","#cuflow #study #studyhacks #university #explore","""2026-01-23T02:32:25.000Z""","757","8","0","true","true","37","0.50","1000","""2026-01-26T00:00:40.230Z""","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/oQACINiudIBAZwCA7JBwfpi50yIyIGtAuAbW3A~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=2c85182a&x-expires=1769590800&x-signature=x%2BNj4xO1gkdX3W5EyvYgdiVv7JQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover","040c3c78d0317cc0","16"
"16ba16ee-d186-42a5-bb4e-89e5e683c547","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","43c8698b-a9ec-4951-b044-3e8aebf1fa1d","25e185ca-b8c9-4935-8d26-a9ab20d599ed","tiktok","7600159125049281813","https://www.tiktok.com/@studywithlil1/video/7600159125049281813","Take me back to ampm where my ppl are 😭  #toronto #asian #nightlife #countrymusic #morganwallen ","""2026-01-27T21:39:10.000Z""","247","7","0","true","false","20","1.00","1000","""2026-02-09T00:09:57.374Z""","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-p-0037/owtpA5BET9EBeAHSAVAIjMfF3fB8r3I4DD7EAX~tplv-tiktokx-cropcenter-comet-q:300:400:q72.jpeg?dr=11006&refresh_token=6bcc2203&x-expires=1770678000&x-signature=VgHrebnaZuP2arySb40BJOgogxE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&sc=cover&biz_tag=tt_video&s=PUBLISH",,"8"
"18295c89-0302-47d6-a651-88022d3339b0","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","7901428f-a23b-483e-ae45-00d899863662","6890def8-5980-4a20-a681-602f9e113f9e","tiktok","7599341500656323871","https://www.tiktok.com/@matt.whispers/video/7599341500656323871","Ya his girl is getting RAILED at ASU😭 #funny #interview #ai #worksmart ","""2026-01-25T16:46:25.000Z""","16","2","0","false","true","20","1.00","1000","""2026-02-09T00:09:58.699Z""","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oQMXkvvEE4iQRz2B7TISN7iVB2AAYZrARIapx~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=e05d8e1a&x-expires=1770678000&x-signature=%2FWWHsksisZuMiEQyEdqRBssWL5o%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"19"
"18dd19f8-d576-4329-b41e-6b2caddd30a0","d21c7996-5925-4695-a5dc-b97af83f1821","6dbd1fa1-d28b-4e5d-832b-1e8a5ad5df57","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3813841007922431671","https://www.instagram.com/reel/DTtfDCrCMa3/","Still can’t believe my favourite egg waffles from Hong Kong are now in London 🥹
Got the original (always my go-to) with a lychee drink and it tastes exactly like I remember.

@mammypancakelondon 

📍 Mammy Pancake London
195 Portobello Rd, London W11 2ED

They’ve got loads of flavours too like chocolate chip, banana chocolate and matcha, but the original will always be my favourite.

#mammy pancake #媽咪雞蛋仔 #hongkongfood #gaidaanjai #eggwaffles #nottinghill #londonfood #asianfoodlondon #hkfood #comfortfood #foodfromhome","""2026-01-19T23:29:10.000Z""","10534","195","8","true","true","37","0.50","1000","""2026-01-26T00:01:05.530Z""","https://scontent-ord5-1.cdninstagram.com/v/t51.71878-15/619784753_874439542111259_6779612580355839167_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=111&ig_cache_key=MzgxMzg0MTAwNzkyMjQzMTY3MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=EG5s4i85FRsQ7kNvwEgcmHO&_nc_oc=AdlQdfteek6A02mCqZLhchmOwxUFi0h1_uLxwtlcTOt4KjTXmxK6-xxkyHroY3yjJZE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_gid=AMvDS1V1nF4tekCi_o3alg&oh=00_AfrmKMdJP_iGsJ-ALs_Zrrh3sTZBVj0jxjJjMjpHjQ0W_w&oe=697E7102","5d5451ece4e93800","23"
