"id","creator_id","platform","platform_video_id","url","caption","timestamp","views","likes","comments","cycle_id","is_bonus","is_irrelevant","thumbnail_url","thumbnail_hash","duration"
"02952587-1628-4e2a-aa3c-89370c426a60","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3749968135114831491","https://www.instagram.com/reel/DQKkCaUjbaD/","broke about 10 things in the living room

#londonstudent #explore #studentlife #fyp #explorepage✨ #explore #internationalstudent #internationalstudent #uclstudent #dayinmylife #dayinmylife #studyabroad #studentcreator #ucl #ronaldo #football","""2025-10-23T20:24:29.000Z""","10792","120","20",,"true","false","https://scontent-man2-1.cdninstagram.com/v/t51.71878-15/571794633_1871037636866109_5853984681055182257_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=109&ig_cache_key=Mzc0OTk2ODEzNTExNDgzMTQ5MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=G-C0_SVv4HsQ7kNvwG3L9A4&_nc_oc=AdlAiEj46aLTKMcOmOhBsDOoarU69_DW-Kc3mXTbaqyIcsGFWrpJ8dHhu43-bIVPfFk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_gid=UdykUDhjwo7rfPAGxumjZw&oh=00_Afubs63Pv7bgg12EuWOvJrX9KYsd1akJgg3XJ5KeeGHp_w&oe=6992B605",,"8"
"029559d6-439d-4887-a6ae-6285976735a5","d54690fa-9a7b-464f-8707-e39d61e97909","instagram","3748001426329914393","https://www.instagram.com/p/DQDk3CCDUwZ/","💡 India’s Most Educated Castes 2025 🇮🇳📖
From classrooms to boardrooms — these communities shaped India’s brainpower! 🧠🔥

1️⃣ Brahmins – UPSC, professors, scientists — they dominate intellect.
2️⃣ Jains – Almost 100% literacy, education as a way of life.
3️⃣ Parsis – Global thinkers in a small but elite community.
4️⃣ Baniyas (Vaishya) – Business, finance, CA, MBA — their forte.
5️⃣ Nayars (Kerala) – Driving Kerala’s literacy & governance success.

📚 Education isn’t luck, it’s legacy.
💭 Which community do you think will top this list in 2030? 👇

📈 Keywords: most educated castes in India, Indian literacy rate by caste, Brahmin education ranking, Jain literacy 2025, Kerala Nayar education, Indian community education level

📌 Save for later • 🔁 Share knowledge
#EducationIndia #IndianSociety #Brahmin #Jain #Parsi #Baniya #Nayar #MotivationalIndia #India2025 #succxssrealm","""2025-10-21T03:18:51.000Z""","8208395","140116","1091",,"false","false",,,
"0344f388-45b5-4d0e-a722-afa180cd1626","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","tiktok","7575371269533715742","https://www.tiktok.com/@Hacklifewithhenry/video/7575371269533715742","#Science #class #cluely #fyp #freshmanyear ","""2025-11-22T02:29:50.000Z""","1118","92","3",,"true","false","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/owmVA4ViaPAEcB39TxdCoAIthxSDIRESBIiup~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=71e8f260&x-expires=1770922800&x-signature=vZaRnbJwHNC4yvS215iAyoeJoMY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"33"
"0373f7db-5ab4-44a6-a644-a7b39bafa4f7","e2cff90e-487c-4b46-8382-54c8768085fb","tiktok","7601592315748060447","https://www.tiktok.com/@kareemsincollege/video/7601592315748060447","USA citizens test TOO EASY with Whisper #ai #jobinterviewtips #interviewtips #studytools ","""2026-01-31T18:20:50.000Z""","1087","30","0","5c3e6d76-c8aa-457c-9bfa-a2fee4d2284d","true","false","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oAgGLeC3C0rRiKgyfnfg3MfAI7oA8Qog0AeLNk~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=f9c065e1&x-expires=1770922800&x-signature=AfeQvkNdbqHSQIYaK%2BM2iig%2F%2BkY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"15"
"03f496d5-228b-4651-93ae-f93eecabfd73","a7f9d44b-7577-479e-b154-9ddce10f1508","instagram","3803202204950690500","https://www.instagram.com/reel/DTHsEFTEXrE/","Build a working News AI agent in n8n - no code required.

It fetches the latest headlines using News API, formats them with ChatGPT, and emails them to you via Gmail… all inside one workflow. 

Just plug in your News API key, connect Gmail, and let your agent handle the rest. 

Perfect for daily briefings, alerts, or keeping your team updated automatically.","""2026-01-05T07:15:18.000Z""","74175","2157","60","4f35b178-f853-4869-ade0-633d05855908","true","false","https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/611716543_3302569806577782_3699879949492343204_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzgwMzIwMjIwNDk1MDY5MDUwMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=sc-gRVeSlpgQ7kNvwGYAzgF&_nc_oc=AdlHnSkxPktQwk9UZGpPwm_ypLe7j_puyctLobxsP8jlpfzdfOaIHe2D7YsL8EmtSdQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_gid=ruppPTUdAdKOmKbc-jgLWw&oh=00_Afu6KZvn1rCEbzKP_Eh9_3EfmyDhE2JX42Hu6eveRqdDcg&oe=698C999E",,"111"
"04036978-137f-42c4-b3fa-8a382799356d","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3814576758435937741","https://www.instagram.com/reel/DTwGVnvCP3N/","not sure how they took all this on the plane 🤣

#explore #fyp #hongkong #茶餐廳 #londonstudent #studentlife #internationalstudent #留學生 #留學生活 #英國留學 #倫敦 #大學生活 #studyabroad #uclstudent #dayinmylife #studentcreator #ucl","""2026-01-20T23:50:40.000Z""","25418","966","9","d21c7996-5925-4695-a5dc-b97af83f1821","true","false","https://instagram.fscl7-1.fna.fbcdn.net/v/t51.71878-15/619296102_1250241966977961_5608761287934573471_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=101&ig_cache_key=MzgxNDU3Njc1ODQzNTkzNzc0MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=eoRg_xI0dFwQ7kNvwEQ_8_Y&_nc_oc=Adl64rc7ywWvC27XzB1rUNMI8AZO3v4cG4j7GnqELcEG70FU2bOfn_zb04QhkfAhur0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fscl7-1.fna&_nc_gid=4vu0QxBiQU9rZLuVQV2FJw&oh=00_AfsuVz9H__DD9fg9U0ZS-j9ch8yQY6INej-irIiRgEAapQ&oe=6992B518",,"13"
"0438d0d3-b4ce-4276-bc2d-2f8af2332b26","a7708f14-c2be-4d45-bdfe-992723de9902","instagram","3614328405076749896","https://www.instagram.com/p/DIorIjuNC5I/","̬̞̒̒̀✮̸̛̦͙̣̖͎̫̟̀͋̂́̇͌̉͜͜͝✩̸͕̯̙̭̀͊̃̓͐̄̂ ̴͈̣̥̫̻̳̌℈̴̟͖̣͛̀̓̐̑̏̋͠͝ RestingPlace #2001 ̴̡͆̒͆͋ͬ̄ͨͭ́́̀̕͜҉͎̙̝̜͕̠͈̳ె̴̡͆̒͆͋ͬ̄ͨͭ́́̀̕͜҉͎̙̝̜͕̠͈̳ꁈ非 Eternal+Rhythm 
video by: tt cafeconlech_007","""2025-04-19T16:52:40.000Z""","58346","5784","15",,"false","false",,,
"044c003b-2a9b-45f6-8079-0aff8aa7abd1","d54690fa-9a7b-464f-8707-e39d61e97909","instagram","3788481137418080712","https://www.instagram.com/p/DSTY4WyEpHI/","Gold is truly on fire right now, capturing the attention of investors across India and the globe. With prices already surging to around ₹1.30–₹1.32 lakh per 10 grams, the yellow metal is proving once again why it is considered the ultimate safe-haven asset. Global uncertainty, geopolitical tensions, central bank buying, and expectations of interest rate cuts are all fueling this powerful rally. Internationally, analysts are projecting gold targets in the range of $4,800 to $5,000 per ounce, and if these levels are achieved, Indian gold prices could soon move towards the much-discussed ₹1.45–₹1.50 lakh per 10 grams mark.

The strong bullish sentiment is clearly visible in market charts, with gold outperforming many other asset classes. In India, factors like a weaker rupee, steady demand, and stock market volatility are further adding strength to gold prices. For long-term investors, gold continues to act as a hedge against inflation and economic uncertainty. Whether held in physical form, ETFs, or digital gold, its role in portfolio diversification remains unmatched. As momentum builds, all eyes are now on whether gold can sustain this rally and reach new historic highs in the coming months.

#GoldOnFire #GoldPrice #GoldMarket #BullishGold #SafeHaven #Investment #IndianMarket #GlobalMarkets #GoldRally #StockMarket #InflationHedge #WealthBuilding #MarketTrends #Finance #InvestSmart","""2025-12-15T23:43:24.000Z""","21603","134","0","9181e8e3-85be-449a-b6c7-c26e029f05d7","false","false",,,
"04c2e5ca-1175-457d-8531-4c98d998249b","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3740613417254788689","https://www.instagram.com/reel/DPpVBWZiB5R/","im basically ronaldo

#fyp #explore #portugal #lisbon #portugalvibes #portugaltravel #travelvlog #travelseries #travelreels #uclstudent #internationalstudent #studentlife #londonstudent #europetravel #funny #dayinmylife #beautifuldestinations #studenttravels #studyabroad #adventuretime #travelgram #traveldiaries #travelcontent #cityvibes #europe #studentcreator #vacationvibes #exploringeurope #travelvideo #tripvlog","""2025-10-10T22:38:50.000Z""","6876","108","9",,"true","false","https://instagram.fgye6-1.fna.fbcdn.net/v/t51.71878-15/561857121_1154178243316567_9035937069291686912_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=111&ig_cache_key=Mzc0MDYxMzQxNzI1NDc4ODY4OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=S0s8li0koroQ7kNvwGtMWW7&_nc_oc=AdmtBLkwEiaoplPX9wSW2s7XYxQHgo66l3anf7dIlrExRLdj7lIfYQMagnEGrmBz-zE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fgye6-1.fna&_nc_gid=RwfcqnXI18OoHtEY4QRwiA&oh=00_Aft2NG9D2WF2SXeqqOkqPex9LN-ABdZDx2R_5ZXX6DAjMQ&oe=6992B944",,"6"
"04efc325-e300-47c2-b396-f87e718fe90b","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","tiktok","7579798411902258462","https://www.tiktok.com/@Hacklifewithhenry/video/7579798411902258462","It's actually so fire #teacher #cluely #math #fyp #music ","""2025-12-04T00:49:20.000Z""","7582","958","11",,"true","false","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o4MQ0B1I2HiGiSFfCAywbq0p2sIwmAVWiIlAEI~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=ca50bba2&x-expires=1770922800&x-signature=Mni5pXVyyM6nj%2BnzsNQlG%2BFq%2BUY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"33"
"05045e77-90b7-410e-ab93-dd5e6f8c063f","6890def8-5980-4a20-a681-602f9e113f9e","tiktok","7598752462161464590","https://www.tiktok.com/@matt.whispers/video/7598752462161464590","Interview asked me the CRAZIEST question😭 thanks for saving me Whisper🙏#worksmart #chatgpt #ai #productivity","""2026-01-24T02:40:51.000Z""","146","7","0","d21c7996-5925-4695-a5dc-b97af83f1821","false","false","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o80y0HAFigxFQA3XB4NNaiMiEBsBTJ7uvUI3E~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=9a4bebfc&x-expires=1770922800&x-signature=%2FRBnB90kdVhhRXmOCcGDBvRkgHQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"46"
"0564597e-62ff-4418-b012-512e060d5e90","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3798782710597734345","https://www.instagram.com/reel/DS3_L-cEs_J/","""the big leagues"" 📞

#explore #brainrot #fyp #funny #studentlife #londonstudent #matcha #internationalstudent #uclstudent #studyabroad","""2025-12-30T04:50:16.000Z""","26927","346","14","4f35b178-f853-4869-ade0-633d05855908","true","false","https://instagram.fvlc4-1.fna.fbcdn.net/v/t51.71878-15/608056108_1550128602935312_2446699202606457007_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=110&ig_cache_key=Mzc5ODc4MjcxMDU5NzczNDM0NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=99zzN4cj6CcQ7kNvwFqtmRP&_nc_oc=Adk8w2F0P0vsPV1Qu597LWnW2K_AILz-Q62Q7ADBY6WbiohlL12lYDffk-Ws49_Y7nI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fvlc4-1.fna&_nc_gid=El0aYoUWQrKMd74iZIB5pg&oh=00_AfuwfXDNF2ZJjm9HFr3l6AA7d-SSIVka4QAqI8ILyU8DQg&oe=699295B7",,"4"
"056f3795-3126-4d12-8532-215eede1e145","96e1e78f-9028-4b32-aa2f-4f9bb1e7f5aa","tiktok","7579012191446109471","https://www.tiktok.com/@Hacklifewithhenry/video/7579012191446109471","#heavyequipment #fyp #cluely #backpack #class ","""2025-12-01T21:58:26.000Z""","726","33","5",,"false","false","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/owNS14uiWA5VaBl34cDL4VTYIRnLuIEOABPiD~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg?dr=8596&refresh_token=7c5cf46b&x-expires=1770922800&x-signature=r%2Fj7kJiwA3aSejtg60BdARproxQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast8&biz_tag=tt_video&s=PUBLISH&sc=cover",,"32"
"05982adb-c071-4f73-8df2-347b914e1a05","4218f75d-4d54-4c39-af99-272d0d042276","instagram","3727360934457908454","https://www.instagram.com/p/DO6PwWACBzm/",,"""2025-09-22T15:48:01.000Z""","297098","11540","85",,"false","false",,,
"06212a15-3a23-4e4e-a2ba-4a85e98b8be2","7bbf3edc-8d8e-4b1a-bc57-04c8836619fa","instagram","3782581111516673664","https://www.instagram.com/reel/DR-bXreDbaA/","was too lazy to 炒米粉

#explore #fyp #hongkong #碎牛粥 #茶餐廳 #londonstudent #studentlife #internationalstudent #留學生 #留學生活 #英國留學 #倫敦 #大學生活 #studyabroad #uclstudent #dayinmylife #studentcreator #ucl","""2025-12-07T20:20:44.000Z""","50670","1195","14",,"true","false","https://instagram.fvlc4-1.fna.fbcdn.net/v/t51.71878-15/588490513_821352467360570_1225616171726734286_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=104&ig_cache_key=Mzc4MjU4MTExMTUxNjY3MzY2NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=lvmW9xCo8qMQ7kNvwEqeL3Y&_nc_oc=Admccl7ObZ-Af2ZX4KStP-EbNEJnqUawwHuuDbkVYlPl59t6Wg7hIJNhSbCkEl1IDBs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=instagram.fvlc4-1.fna&_nc_gid=El0aYoUWQrKMd74iZIB5pg&oh=00_AfvQe21Z2cyskiMkIMGYCvjSmlDUJ6v_v6zFGNHIQqFHgA&oe=69928F8A",,"12"
